station_name,station_index,station_latitude,station_longitude,venue_name,venue_id,venue_categories_str,venue_latitude,venue_longitude,venue_address,distance_from_station
Prince Edward & 14th,33,49.258352,-123.096337,Vancouver Recovery Club,4b0791e2f964a520c2fe22e3,Medical Center,49.26045051027315,-123.0984457107687,261 East 12th Avenue,278
Alexander & Railway,34,49.283992,-123.091206,Dosanko,5973f2976e46504a8bc6ebff,Japanese Restaurant,49.282756366627694,-123.09206743584055,566 Powell St,150
Alexander & Railway,34,49.283992,-123.091206,The Pace,5d7e329cf6e3190008e359db,Night Club,49.28360574138759,-123.09213963308554,520 Alexander Street,80
Alexander & Railway,34,49.283992,-123.091206,Downtown Community Health Centre,4e5816b8a80965586112543d,Medical Center,49.28314750662928,-123.0918572742043,569 Powell St,105
Alexander & Railway,34,49.283992,-123.091206,Japantown,5314b34ee4b0d805d37449e7,Neighborhood,49.283796552603505,-123.09312949075414,,141
Alexander & Railway,34,49.283992,-123.091206,Union Wood & Supply Co,4e9784904690641441f6b532,Furniture and Home Store,49.28484655204201,-123.09289420816397,503 Railway St,154
Alexander & Railway,34,49.283992,-123.091206,The Mackenzie Room,55c40e66498e739ed2c87adf,Restaurant,49.28327216265865,-123.09503215951761,415 Powell St,288
Alexander & Railway,34,49.283992,-123.091206,Le Tigre,55525f5d498e5cfa7f004b8c,Food Truck,49.28470776563765,-123.09345037008177,,181
Alexander & Railway,34,49.283992,-123.091206,Nitrogen Studios,4cbe09bb00d8370436db3a5c,Arts and Entertainment,49.282672868511526,-123.08905829734509,708 Powell St,213
Alexander & Railway,34,49.283992,-123.091206,Oppenheimer Park,4b6e0537f964a520f0a32ce3,Park,49.28272099760372,-123.09393054049922,400 Powell St,242
Chilco & Beach,35,49.28972,-123.144028,Crepes & Lemonade,4e1273d7b61c637b97b6f8da,Food Truck,49.289737090784236,-123.14490956742317,,63
Chilco & Beach,35,49.28972,-123.144028,Canada post at Shoppers,4ea490d529c2abc8dfaffcc4,Convenience Store,49.28969612372154,-123.14295916047593,,77
Chilco & Beach,35,49.28972,-123.144028,Sylvia's Bar,4c773251f2473704719c65eb,Bar,49.28855882126698,-123.14261840208327,1154 Gilford St,164
Chilco & Beach,35,49.28972,-123.144028,Stanley Park English Bay Seawall,4ba69381f964a520ad5f39e3,"Hiking Trail, Beach",49.290230099593785,-123.14686775207518,Beach Ave,213
Chilco & Beach,35,49.28972,-123.144028,A-maze-ing Laughter by Yue Minjun,4c1823da834e2d7f0a812880,"Sculpture Garden, Public Art",49.28760167757351,-123.14192788963075,1800 Morton Ave,280
Chilco & Beach,35,49.28972,-123.144028,"English Bay ""Grass Area""",51edcecd498e66ca83d9a3ac,Park,49.2886514621254,-123.14254521514684,,160
Chilco & Beach,35,49.28972,-123.144028,Stanley Park Tennis Courts,4cdc9e88fc973704e4d6d605,"Tennis Court, Field",49.29206820463611,-123.14559600891867,Park Lane,284
Chilco & Beach,35,49.28972,-123.144028,RSVP Finish Line,520ff63111d2fbdd436c4aaf,Plaza,49.289984449873465,-123.14144253988059,,189
Chilco & Beach,35,49.28972,-123.144028,Beach Bay Café and Patio,556bba19498e194e658f529e,Café,49.2878178398575,-123.1414192746793,1193 Denman Street,283
Chilco & Beach,35,49.28972,-123.144028,Herons Nesting Site,4db3573b6a23c31a0300a278,Garden,49.29187269736102,-123.14525476857291,,255
Chilco & Beach,35,49.28972,-123.144028,Hot Dog Stand,4c9a745880958cfa070143d4,Fast Food Restaurant,49.287596452638425,-123.14253599154654,,259
Chilco & Beach,35,49.28972,-123.144028,George Cunningham Memorial Sundial,51aa3d29498ed9fd87d6d9f3,Sculpture Garden,49.287447200039644,-123.14260432987089,Beach Ave.,272
Chilco & Beach,35,49.28972,-123.144028,Morton Park,520ece2611d2d4c4bfd3dd62,Park,49.28762223187683,-123.14197036395474,1800 Morton Ave,276
Chilco & Beach,35,49.28972,-123.144028,Papi’s Seafood And Osyter Bar,5d0598764a7aae002cadd632,Seafood Restaurant,49.28779726043526,-123.14133639285126,,289
Chilco & Beach,35,49.28972,-123.144028,Kimprints,4caf9e401168a09362c72323,"Art Gallery, Gift Store",49.2878127118421,-123.14117547590799,1179 Denman St,296
Richards & Cordova,36,49.284554,-123.111031,Ignite Pizzeria,5a625194b1538e3d54910a2c,Pizzeria,49.284836033113194,-123.11090498438102,508 W Cordova St.,32
Richards & Cordova,36,49.284554,-123.111031,Steamworks Brewing Co,4aa6bc27f964a520df4a20e3,"Brewery, Wine Bar, Pub",49.28510690657561,-123.11144729314218,375 Water St,68
Richards & Cordova,36,49.284554,-123.111031,Kitanoya Guu Otokomae,4aa7393bf964a5205b4c20e3,Japanese Restaurant,49.28457846832631,-123.11039302249901,105 - 375 Water St,46
Richards & Cordova,36,49.284554,-123.111031,Buro,55e8ab55498eb94323b752e4,Coffee Shop,49.284531890717474,-123.11047745551976,356 Cordova St,40
Richards & Cordova,36,49.284554,-123.111031,Motherland,4d3b778681258cfa1a10b25f,Men's Store,49.28432125964201,-123.11061771974136,466 West Cordova,39
Richards & Cordova,36,49.284554,-123.111031,Oak+Fort,4d9b8b8e4fdab60cdcca4df2,"Women's Store, Boutique",49.284856460521794,-123.11009542550315,355 Water St,75
Richards & Cordova,36,49.284554,-123.111031,Herschel Supply Co. Gastown,5b1aebbd4a7aae002cb1b99d,"Fashion Accessories Store, Boutique",49.28466599568811,-123.1099980630541,347 Water St,75
Richards & Cordova,36,49.284554,-123.111031,Momo Sushi,4aa738b0f964a520584c20e3,Sushi Restaurant,49.284744,-123.110208,375 WATER St,63
Richards & Cordova,36,49.284554,-123.111031,Vancouver Lookout,4b3310a3f964a520601725e3,Scenic Lookout,49.28463166675836,-123.11233162879944,555 W Hastings St.,94
Richards & Cordova,36,49.284554,-123.111031,Beat Street Records,4c8fd4e45fdf6dcb81a82b91,Record Store,49.283863279150026,-123.11122771645024,439 W Hastings,78
Richards & Cordova,36,49.284554,-123.111031,Booster Juice,584061d84287c95a4ef192c9,"Juice Bar, Smoothie Shop",49.28466634602597,-123.11178294497887,"555 West Hastings Street, Unit #27, Upper Mall Level",55
Richards & Cordova,36,49.284554,-123.111031,One Of A Few,4aac0373f964a5209d5b20e3,Clothing Store,49.2844447126556,-123.11022259373378,Water St,59
Richards & Cordova,36,49.284554,-123.111031,Brioche Urban Eatery,4aa8325ef964a520fd4f20e3,"Italian Restaurant, Café, Sandwich Spot",49.284118,-123.11001,401 W Cordova St,88
Richards & Cordova,36,49.284554,-123.111031,The Poke Guy,57d05c9c498e185ed0205e5a,Poke Restaurant,49.283786225789406,-123.11203243279263,420 Richards St,112
Richards & Cordova,36,49.284554,-123.111031,The Vancouver Pen Shop Ltd,4ad10c4ff964a5203cdc20e3,"Office Supply Store, Stationery Store",49.28413113896075,-123.11230522141129,512 Hastings St W,103
Richards & Cordova,36,49.284554,-123.111031,Starbucks,5529712f498ec6ce69270f0c,Coffee Shop,49.28456168232512,-123.11203122138977,555 W. Hastings St.,72
Richards & Cordova,36,49.284554,-123.111031,Top of Vancouver Revolving Restaurant,4aa89d0df964a520a65120e3,American Restaurant,49.284577,-123.112266,555 W Hastings St,89
Richards & Cordova,36,49.284554,-123.111031,Timbertrain Coffee Roasters,52dec1e1498e71f308720349,Coffee Shop,49.28385800135924,-123.10962180383702,311 W Cordova St,128
Richards & Cordova,36,49.284554,-123.111031,Blenz Coffee,4aabc53bf964a520045a20e3,Coffee Shop,49.28402976929854,-123.11202954310035,508 West Hastings Street,92
Richards & Cordova,36,49.284554,-123.111031,Rogue Kitchen & Wetbar,4aa9a524f964a520ae5420e3,"New American Restaurant, Bar",49.28533338878196,-123.11194354365418,601 W Cordova St,108
Richards & Cordova,36,49.284554,-123.111031,Pholicious,55831809498eb7238a4bd305,Vietnamese Restaurant,49.28419295093598,-123.11255387643757,550 W Hastings St,117
Richards & Cordova,36,49.284554,-123.111031,Old Faithful Shop,4c01a2c73f0a9c74345aa0ec,Furniture and Home Store,49.28375361285184,-123.10954590816517,320 W Cordova St,139
Richards & Cordova,36,49.284554,-123.111031,Bonchaz Bakery Cafe,4b74888ff964a5204fe22de3,"Bakery, Café",49.28368089189399,-123.1113853630811,426 W Hastings St,100
Richards & Cordova,36,49.284554,-123.111031,Nu,4f78bc46e4b0c8b499507c31,Greek Restaurant,49.284207837428404,-123.10971562844897,332 Water St,102
Richards & Cordova,36,49.284554,-123.111031,Hudson House Trading Co,4bfb18ebd0382d7f1144c90a,Gift Store,49.28440188367509,-123.10926393873486,308 Water St,129
Richards & Cordova,36,49.284554,-123.111031,Gastown Steam Clock,4aa9662cf964a520795320e3,Monument,49.28438640252272,-123.1089544674401,305 Water St,151
Richards & Cordova,36,49.284554,-123.111031,Dutil Denim,4aac074af964a520b85b20e3,Boutique,49.28382170284062,-123.10927707566346,303 W. Cordova St.,150
Richards & Cordova,36,49.284554,-123.111031,Vegan Pudding & Co.,54dbd5c6498e8ed28e103b70,Vegan and Vegetarian Restaurant,49.28371419424292,-123.11218854859997,422 Richards St,125
Richards & Cordova,36,49.284554,-123.111031,Chronic Tacos,5b29b2bafe63bd002c253c49,Mexican Restaurant,49.285685488552524,-123.11186982465065,601 West Cordova Street,139
Richards & Cordova,36,49.284554,-123.111031,Trees Organic Coffee,4b392749f964a5204a5725e3,"Café, Dessert Shop, Sandwich Spot",49.28442576348661,-123.10922531049192,321 Water St.,131
Richards & Cordova,36,49.284554,-123.111031,Mega Slice Pizza & Donair,4fb1818de4b0f72b43f553b6,"Pizzeria, Falafel Restaurant",49.283750210044126,-123.11211049074969,420 Richards St,118
Richards & Cordova,36,49.284554,-123.111031,Rowan Sky,4dd809cf2271c5d36d4ac1b8,Shoe Store,49.28376007109311,-123.10992085786863,334 W. Cordova St,119
Richards & Cordova,36,49.284554,-123.111031,Kita no Donburi,4acced76f964a52015ca20e3,"Japanese Restaurant, Korean Restaurant, Asian Restaurant",49.28451765695979,-123.11302793183283,423 Seymour St,144
Richards & Cordova,36,49.284554,-123.111031,La Taqueria,4aa84f03f964a520c15020e3,"Taco Restaurant, Mexican Restaurant",49.2830218479258,-123.11042386683688,322 W Hastings St,175
Richards & Cordova,36,49.284554,-123.111031,Indigo Age,551045fe498e2de04c7cc1b7,Vegan and Vegetarian Restaurant,49.28354952616723,-123.11241789455538,436 Richard St,150
Richards & Cordova,36,49.284554,-123.111031,The Black Frog,4aa73706f964a5204f4c20e3,"Pub, Sports Bar",49.28454490515309,-123.10877170178692,108 Cambie St.,163
Richards & Cordova,36,49.284554,-123.111031,Al Porto Ristorante,4bb3f20af187a593b1b113f8,Italian Restaurant,49.28473688645366,-123.10943989776473,321 Water St,117
Richards & Cordova,36,49.284554,-123.111031,Revolver,4d9b41359298b1f7635b5338,Coffee Shop,49.2831867506594,-123.10928769992123,325 CAMBIE St,197
Richards & Cordova,36,49.284554,-123.111031,The Greedy Pig,4aaaa04ef964a520ac5620e3,American Restaurant,49.28377156863845,-123.10943290881069,307 W Cordova St,144
Richards & Cordova,36,49.284554,-123.111031,Water Street Café,4aa736a3f964a5204e4c20e3,American Restaurant,49.28427835212058,-123.10880992883934,300 WATER St,163
Richards & Cordova,36,49.284554,-123.111031,Pourhouse Restaurant,4abea310f964a520ff8e20e3,"Restaurant, Lounge",49.284221965846754,-123.1083297558511,162 Water St,199
Richards & Cordova,36,49.284554,-123.111031,MacLeod's Books,4aa73a1af964a5205f4c20e3,"Bookstore, Used Bookstore",49.28349534177548,-123.1128127453969,455 Pender St W,174
Richards & Cordova,36,49.284554,-123.111031,New Amsterdam Cafe,4ac63a19f964a52046b320e3,"Café, Coffee Shop",49.28289691979302,-123.11006472134046,301 W Hastings,197
Richards & Cordova,36,49.284554,-123.111031,Dressew,4ae38400f964a520119621e3,"Textiles Store, Arts and Crafts Store",49.28314187446058,-123.11046317528532,337 West Hastings St,162
Richards & Cordova,36,49.284554,-123.111031,Koala Kebabs Donairs,5065f87ae4b0606264b4d710,"Falafel Restaurant, Mediterranean Restaurant",49.28367315089449,-123.11291520084632,519 West Pender,168
Richards & Cordova,36,49.284554,-123.111031,Finch’s Tea & Coffee House,4aa73d64f964a520734c20e3,"Sandwich Spot, Tea Room, Coffee Shop",49.28272404338896,-123.11194051344484,353 W Pender St,213
Richards & Cordova,36,49.284554,-123.111031,The Cambie,4aa72f9af964a5202e4c20e3,"Pub, Hotel Bar",49.28330210503325,-123.10903533880673,300 CAMBIE St,200
Richards & Cordova,36,49.284554,-123.111031,Japadog - Waterfront Skytrain Station,4beb024e6295c9b62d298708,"Hot Dog Joint, Food Truck",49.285826985046135,-123.11259550885435,Granville St,181
Richards & Cordova,36,49.284554,-123.111031,Nemesis Coffee,5827c3091dbf6c7dd8ddfd6c,Coffee Shop,49.28259043571836,-123.11011993958962,302 W Hastings,227
Richards & Cordova,36,49.284554,-123.111031,Marc Emery's: Cannabis Culture Headquarters,4bcceaa3cc8cd13acfdbc1cf,"Hobby Store, Lounge",49.28298798283381,-123.10993618912524,307 West Hastings St,191
Orchard Commons,37,49.259999,-123.250902,Open Kitchen,5956b758a9fe12131dbbe730,Restaurant,49.260576,-123.251676,,85
Orchard Commons,37,49.259999,-123.250902,Agora Cafe,4ababa18f964a520a38220e3,Café,49.26076773824988,-123.25106073166165,2357 Main Mall,86
Orchard Commons,37,49.259999,-123.250902,Totem Park,4d2fc94a10e9b1f78424b5f1,Park,49.2591924389527,-123.25141010176549,NW Marine Dr.,96
Orchard Commons,37,49.259999,-123.250902,Reconciliation Pole,5942ff73840fc227de8e4191,Monument,49.260111,-123.248989,2425 Main St,139
Orchard Commons,37,49.259999,-123.250902,It's About Thai,55e0c541498e74dd8bce1cb5,Food Truck,49.260116315348185,-123.24865382605888,,163
Orchard Commons,37,49.259999,-123.250902,Tim Hortons,4aa80f56f964a5200d4f20e3,"Coffee Shop, Donut Shop",49.26020902821288,-123.24858083457273,2424 Main Hall,169
Orchard Commons,37,49.259999,-123.250902,Reboot Cafe,4aa808ddf964a520e44e20e3,"Coffee Shop, Sandwich Spot",49.26129941714068,-123.24940497356565,2366 Main Mall,180
Orchard Commons,37,49.259999,-123.250902,Bean Around The World,4b84799ff964a520b83731e3,Coffee Shop,49.2590562587956,-123.24839965367045,6308 Thunderbird Blvd,209
Orchard Commons,37,49.259999,-123.250902,Pacific Poké,59b044a63b4e0043783c55a7,Poke Restaurant,49.260986,-123.248277,2366 Main Mall,219
Orchard Commons,37,49.259999,-123.250902,Starbucks,4b44cd34f964a52094fc25e3,Coffee Shop,49.262256046698305,-123.25013646383958,"2332 Main Mall, UBC Fred Kaiser Bldg",256
Orchard Commons,37,49.259999,-123.250902,The Loop,4e69199945dd6cc5bd485136,Restaurant,49.26184655595029,-123.25318062126509,2260 West Mall,263
Orchard Commons,37,49.259999,-123.250902,Jim Taylor Park,4cca68c6177c3704f1311634,Park,49.25983980258326,-123.2470899449894,Thunderbird Boulevard,277
Orchard Commons,37,49.259999,-123.250902,Pacific Museum of Earth,57ddc52a498e249072369315,"Science Museum, Museum",49.262393001563744,-123.25225557345486,6339 Stores Rd.,283
Strangway Building,38,49.2661,-123.24568,Shoppers Drug Mart,4b4e151cf964a520e8e026e3,"Pharmacy, Cosmetics Store, Miscellaneous Store",49.266048046868804,-123.24576499136313,"5940 University Blvd, Dentistry Bldg",8
Strangway Building,38,49.2661,-123.24568,The Boulevard Coffee Roasting Co.,4ad4ea41f964a520aafc20e3,Coffee Shop,49.26613681791866,-123.24650099678563,5970 University Blvd,59
Strangway Building,38,49.2661,-123.24568,JJ Bean,598bae1ef0b49078f233e968,Coffee Shop,49.26627858216272,-123.24691974951806,6005 UNIVERSITY Blvd,92
Strangway Building,38,49.2661,-123.24568,Mahony & Sons,4b71f1b4f964a520b6652de3,"Sports Bar, Pub, Gastropub",49.266110086465126,-123.24657577808382,5990 University Blvd.,64
Strangway Building,38,49.2661,-123.24568,Rain Or Shine,5983aaf2e96d0c55fcc1ed32,Ice Cream Parlor,49.26632452253897,-123.24732900165291,,122
Strangway Building,38,49.2661,-123.24568,Jam Jar,59d2e4338b98fd55e18d1580,Lebanese Restaurant,49.26632452253897,-123.24732900165291,,122
Strangway Building,38,49.2661,-123.24568,UBC Oral Health Clinic,5699d8dd498e3954b1a8b9d6,Dentist,49.265949602686284,-123.2464859130337,,60
Strangway Building,38,49.2661,-123.24568,Chatime,5f87765c0356bc1dbd25cf80,Bubble Tea Shop,49.26589791781814,-123.24672458019631,5998 University Blvd,79
Strangway Building,38,49.2661,-123.24568,Tacomio,5a2b1c456cf01a75c84c977a,Mexican Restaurant,49.266121,-123.247164,6025 University Blvd,107
Strangway Building,38,49.2661,-123.24568,Uncle Fatih’s Pizza – UBC,5b8b41236fd626002c6b0bac,Pizzeria,49.266304013161886,-123.24724616781322,6045 University Blvd,115
Strangway Building,38,49.2661,-123.24568,Regent Bookstore,4cae0ce800509521038d0e50,Bookstore,49.26565832962073,-123.24419114671129,5800 University Boulevard,118
Strangway Building,38,49.2661,-123.24568,Booster Juice,4ac91b39f964a520a4be20e3,Smoothie Shop,49.265998776501874,-123.24332911939418,"2162 Western Parkway, Unit #106B (UBC Marketplace)",170
Strangway Building,38,49.2661,-123.24568,Bao Down,5b5697bd840fc200390f8740,Restaurant,49.266629,-123.247309,,131
Strangway Building,38,49.2661,-123.24568,Freshslice Pizza,4c8bf6178c4576b0f7b5fead,Pizzeria,49.265998776501874,-123.24332911939418,2166 Western Pkwy,170
Strangway Building,38,49.2661,-123.24568,Nori Bento & Udon,59a34915b1ec133356f86c78,"Udon Restaurant, Sushi Restaurant",49.26621622896062,-123.24756275067777,6055 University Blvd,137
Strangway Building,38,49.2661,-123.24568,Blenz Coffee,4acfee7ff964a520f6d620e3,Coffee Shop,49.26642047419553,-123.24368994649124,5784 University Boulevard,148
Strangway Building,38,49.2661,-123.24568,Pizza Garden,52f73b56498e27465d85c2fb,Pizzeria,49.266358937518234,-123.24344144200028,5780 University Boulevard,164
Strangway Building,38,49.2661,-123.24568,UBC Village,4aa97259f964a520b05320e3,"Food Court, Miscellaneous Store",49.2663628280418,-123.24304384620817,5728 University Blvd,193
Strangway Building,38,49.2661,-123.24568,Rasoee Indian Kitchen,4c1ff392920076b04a8ec5e9,Indian Restaurant,49.266230138284,-123.24359236722437,2138 Western Parkway,152
Strangway Building,38,49.2661,-123.24568,A&W Canada,530fd6bb11d29b075385593f,"Burger Joint, Fast Food Restaurant",49.266436057673225,-123.24352919159777,5778 University Boulevard,160
Strangway Building,38,49.2661,-123.24568,Parkway Liquor Store,57e6bab8498e0a3990c9a9c2,Liquor Store,49.26601928909616,-123.24341195387852,2136 Western Parkway,164
Strangway Building,38,49.2661,-123.24568,Discount Textbooks,4c2f8ba76f1fef3bd490eb3d,Bookstore,49.26601928909616,-123.24341195387852,206-5728 University Blvd.,164
Strangway Building,38,49.2661,-123.24568,Maurya Express,51b0e8ec498e2dc4bd210fa6,Indian Restaurant,49.266075897295856,-123.2434168685485,2138 Western Pkwy,164
Strangway Building,38,49.2661,-123.24568,5 Tastes Restaurant,52dde83711d2b6133952d203,Chinese Restaurant,49.26601928909616,-123.24341195387852,2158 Western Pkwy,164
Strangway Building,38,49.2661,-123.24568,University Pharmacy,4b4e3307f964a520fde426e3,Pharmacy,49.266358937518234,-123.24344144200028,5754 University Boulevard,164
Strangway Building,38,49.2661,-123.24568,Subway,50a86aa6e4b0ea2d5a4bd2aa,"Sandwich Spot, Fast Food Restaurant",49.265901142725575,-123.2431585359372,2178 Western Parkway,184
Strangway Building,38,49.2661,-123.24568,Starbucks,4ba778dcf964a520809639e3,Coffee Shop,49.26581,-123.242785,"5763 Dalhousie Rd, University Marketplace",212
Strangway Building,38,49.2661,-123.24568,Pearl Fever Tea House,4bdf5d700ee3a593b0fd33b0,Bubble Tea Shop,49.265883707627594,-123.24326248394566,2182 Western Parkway,176
Strangway Building,38,49.2661,-123.24568,Corner Café @ UBC Hospital,4c6d56abf2846dcbc64565e9,Café,49.2645811549074,-123.24588075194445,,169
Strangway Building,38,49.2661,-123.24568,Running Chicken,57537da5cd10ed687fb0e98b,Fried Chicken Joint,49.26633842514038,-123.24335860717174,5728 University Blvd,170
Strangway Building,38,49.2661,-123.24568,Vera's Burger Shack,4ac91a9ff964a520a1be20e3,Burger Joint,49.265787925851036,-123.24314870697546,2188 Western Parkway,186
Strangway Building,38,49.2661,-123.24568,Red Burrito,4bc3839a920eb713d8901d2c,Burrito Restaurant,49.265731317336176,-123.24314379250478,2192 Western Pky,188
Strangway Building,38,49.2661,-123.24568,H-Mart Express,5adbd5ed3af988433533f7ef,Grocery Store,49.26659602251007,-123.24305675451288,5728 University Boulevard,198
Strangway Building,38,49.2661,-123.24568,Café Ami,56bd214c498e38ac82674e95,Café,49.26444330283753,-123.24465301236978,2215 Wesbrook Mall,198
Strangway Building,38,49.2661,-123.24568,Pita Pit,4aaea49df964a520ba6220e3,"Sandwich Spot, Fast Food Restaurant, Restaurant",49.2661241,-123.2421327,5717 Dalhousie Rd,257
Strangway Building,38,49.2661,-123.24568,Kinton Ramen,5f822a01fd4ca47bffab9b1d,Ramen Restaurant,49.266158791297705,-123.24844933059295,102-6111 University Blvd,200
Strangway Building,38,49.2661,-123.24568,Sesame,5f624472272f6d4397b0ae33,Asian Restaurant,49.266158791297705,-123.24844933059295,103-6111 University Blvd,200
Strangway Building,38,49.2661,-123.24568,Granville Island Produce @ University,4d60487614963704b529e394,Grocery Store,49.26583960392201,-123.24291003266725,,202
Strangway Building,38,49.2661,-123.24568,Kokoro Tokyo Mazesoba (UBC),60e4fd6d980f69117bab1c96,"Japanese Restaurant, Ramen Restaurant",49.26655499735074,-123.24289108417767,5728 University Blvd,208
Strangway Building,38,49.2661,-123.24568,"Djavad Mowafaghian, Centre for Brain Health",51fa84cf498e2493ddebae5d,Doctor's Office,49.264366180876124,-123.24456526447048,2215 Wesbrook Mall,208
Strangway Building,38,49.2661,-123.24568,Curry Point (Ubc),4d893fec4757721e868d9e69,Indian Restaurant,49.26661160518201,-123.24289599852776,5728 University Blvd,209
Strangway Building,38,49.2661,-123.24568,Osaka Sushi,4cba064e4352a1cde86e90f5,Sushi Restaurant,49.266684405708254,-123.24293375015259,6-5728 University Blvd.,209
Strangway Building,38,49.2661,-123.24568,Well Tea,4b6cbf75f964a52057512ce3,"Asian Restaurant, Tea Room",49.26661160518201,-123.24289599852776,102-5728 University Blvd.,209
Strangway Building,38,49.2661,-123.24568,UBC Hospital,4add2694f964a5204e6421e3,"Hospital, Emergency Room",49.26421741622817,-123.24542100033037,2211 Wesbrook Mall,210
Strangway Building,38,49.2661,-123.24568,Suga Sushi Japanese Restaurant,4b7c8f2af964a520039b2fe3,"Japanese Restaurant, Korean Restaurant",49.26659109252436,-123.2428131633042,201-5728 University Blvd.,214
Strangway Building,38,49.2661,-123.24568,Copiesmart,4cd9a7c751fc8cfa6c9ff05d,Office Supply Store,49.26659109252436,-123.2428131633042,103-5728 University Blvd.,214
Strangway Building,38,49.2661,-123.24568,Student Lucky Market,4d4c40e81ae437044899f260,Convenience Store,49.26659109252436,-123.2428131633042,106-5728 University Blvd.,214
Strangway Building,38,49.2661,-123.24568,Black Pearl Cafe,5261a20e11d272f7110334cc,Chinese Restaurant,49.26659109252436,-123.2428131633042,5728 University Blvd,214
Strangway Building,38,49.2661,-123.24568,Donair Town,4df7b3811f6e52020e077732,"Falafel Restaurant, Greek Restaurant, Doner Restaurant",49.26664770033997,-123.2428180776037,B1-5728 University Blvd,216
Strangway Building,38,49.2661,-123.24568,Food Fair (basement) - UBC Village,4c1a8f298b3aa59324ce955f,Food Court,49.26674221275872,-123.24284214003687,5728 University Blvd,217
Yew & Broadway,39,49.263523,-123.155267,London Drugs,4ac9693df964a520dfbf20e3,Pharmacy,49.263716,-123.1562769,2230 West Broadway,76
Yew & Broadway,39,49.263523,-123.155267,Temaki Sushi,4ace95e0f964a52051d120e3,Sushi Restaurant,49.263677390905485,-123.15422236919403,2-2156 W Broadway,77
Yew & Broadway,39,49.263523,-123.155267,X Ray Centre,4b674336f964a5208d442be3,Medical Center,49.26360877091453,-123.15483620744367,2184 W Broadway,32
Yew & Broadway,39,49.263523,-123.155267,Edible Flours,4daf39111e7264cc0e30d18f,"Vegan and Vegetarian Restaurant, Bakery",49.263706334989564,-123.15679070171291,2280 W Broadway,112
Yew & Broadway,39,49.263523,-123.155267,Macdonald Prescriptions #3,4bf737355ec320a16db186d3,Pharmacy,49.26366540013634,-123.15484106195423,2188 West Broadway,34
Yew & Broadway,39,49.263523,-123.155267,Body Energy Club Kits,536bd6ef498ef43e3d25055f,"Health Food Store, Smoothie Shop, Juice Bar",49.26362433669964,-123.15378338043813,2146 West Broadway,108
Yew & Broadway,39,49.263523,-123.155267,St. John's School Senior Building,4e581218887710a8481fc159,High School,49.263062949917725,-123.15576247791432,2115 w 10th ave,62
Yew & Broadway,39,49.263523,-123.155267,Hearts & Vine,4aba8d7ef964a520d68120e3,Coffee Shop,49.264154123581314,-123.15747780866516,2480 Vine Street,174
Yew & Broadway,39,49.263523,-123.155267,Regal Beagle,4aabffd5f964a520805b20e3,Restaurant,49.26404727723419,-123.15680725490375,2283 W Broadway,125
Yew & Broadway,39,49.263523,-123.155267,Napoletana Pizza Cafe & Gelato,4bd753c80b779c741ae904a0,"Italian Restaurant, Pizzeria, Café",49.263037548273104,-123.1527600163106,2576 Arbutus St.,189
Yew & Broadway,39,49.263523,-123.155267,Platform 7 Coffee,5633e914498ea3a0b61e4567,Coffee Shop,49.263747370291284,-123.15784836671807,2300 West Broadway,188
Yew & Broadway,39,49.263523,-123.155267,Canadian School of Natural Nutrition,4d7e3c13534fba7a5e95ddb1,Trade School,49.26409250513756,-123.15633728244335,2245 West Broadway,100
Yew & Broadway,39,49.263523,-123.155267,Ride On Again,4abe72d3f964a520ad8d20e3,Bicycle Store,49.264097620298884,-123.15658098775626,2255 W Broadway,114
Yew & Broadway,39,49.263523,-123.155267,MarketPlace IGA,4ab6a878f964a520757820e3,"Grocery Store, Supermarket",49.26365482078906,-123.157029549215,2286 W Broadway Ave,128
Yew & Broadway,39,49.263523,-123.155267,Trees Organic Coffee,50fdf001e4b04cff0384ba89,"Coffee Shop, Café, Dessert Shop",49.26233218417017,-123.15326718923356,2655 Arbutus Street,196
Yew & Broadway,39,49.263523,-123.155267,Kitsilano Liquor Store,56a45176498e6a36809c9e53,Liquor Store,49.26408726829306,-123.15698554388817,2289 West Broadway,139
Yew & Broadway,39,49.263523,-123.155267,iSushi,4aa870e5f964a5204e5120e3,Japanese Restaurant,49.263207438640016,-123.1527745755369,2568 Arbutus Street,184
Yew & Broadway,39,49.263523,-123.155267,BC Liquor Store,5042d9b1e4b003e2b3c5b8b6,Liquor Store,49.26220315406228,-123.15609420104133,2082 West Broadway,158
Yew & Broadway,39,49.263523,-123.155267,Tangram Creamery,566bbd07498e6c102242c4b2,Ice Cream Parlor,49.26167319684119,-123.1532918012297,2729 Arbutus Street,250
Yew & Broadway,39,49.263523,-123.155267,Subway,4b197afef964a5201cde23e3,"Sandwich Spot, Fast Food Restaurant",49.26254845934938,-123.15279919192767,2640 Arbutus St,209
Yew & Broadway,39,49.263523,-123.155267,Plaisir Sucre,4b2d62adf964a5208bd524e3,"French Restaurant, Sandwich Spot, Dessert Shop",49.262208674639226,-123.15277007367504,2668 Arbutus St.,232
Yew & Broadway,39,49.263523,-123.155267,Tisol,4ac7e284f964a52053ba20e3,Pet Supplies Store,49.26166294812061,-123.1528043958074,2738 Arbutus Street,273
Yew & Broadway,39,49.263523,-123.155267,Blue Owl,4d784827b706224b2fdf268d,Antique Store,49.26371132210745,-123.15792636306209,2308 West Broadway,193
