station_name,station_index,station_latitude,station_longitude,total_slots,venue_name,venue_id,venue_categories_str,venue_latitude,venue_longitude,venue_address,distance_from_station,venue_category_group
McLean & Pender,82,49.280427,-123.074082,16,Mike’s No Frills,5393d1c1498ecef183176eca,"Grocery Store, Bakery, Farmers Market",49.2811374050758,-123.0746474871479,1460 Hastings St E,88,Restaurants & Bars
McLean & Pender,82,49.280427,-123.074082,16,At The Waldorf,51a11496498e469029365d26,"Night Club, Bar",49.28149254750487,-123.07451531299289,1489 E Hastings St,122,Restaurants & Bars
McLean & Pender,82,49.280427,-123.074082,16,The Gourmet Warehouse,4ad4b82ff964a520dce820e3,Gourmet Store,49.28126791267994,-123.07629259548636,1340 East Hastings,185,Banks & Shops
McLean & Pender,82,49.280427,-123.074082,16,Superflux Beer Company,5f3832f95b880d23372d022b,Brewery,49.28014005191258,-123.07732168762142,505 Clark,237,Restaurants & Bars
McLean & Pender,82,49.280427,-123.074082,16,Vancouver Aboriginal Friendship Centre,4dfe842d483b4f9e7848a73e,Structure,49.28156311231531,-123.07168130653562,1607 E Hastings St,215,Other
McLean & Pender,82,49.280427,-123.074082,16,Woodland Park,4c33441aa0ced13afa4d166e,Park,49.27837733007917,-123.07335869276493,Frances at Woodland,233,Landmarks & Museums
McLean & Pender,82,49.280427,-123.074082,16,Axum Ethiopian,4b887443f964a52010f931e3,Ethiopian Restaurant,49.28152507760409,-123.07776371920612,1279 E Hastings St,293,Restaurants & Bars
McLean & Pender,82,49.280427,-123.074082,16,Sanctuary Studios,4eb4c461be7bfc284a06ec32,Music Venue,49.27962554774272,-123.07792716123828,1259 Frances St.,292,Other
McLean & Pender,82,49.280427,-123.074082,16,Industrial 236,65e6c6acb11a164e624a015f,Night Club,49.282463,-123.076748,236 Clark,297,Other
McLean & Pender,82,49.280427,-123.074082,16,"Clark and Hastings Street Vancouver, BC",4d4a5f16b480a143fe442eec,Neighborhood,49.28115457025411,-123.07805685326694,,299,Other
Bute & Barclay,83,49.284893,-123.128685,30,Breka Bakery & Café,510b1603e4b0607cda141579,"Bakery, Dessert Shop, Café",49.28585411445341,-123.12715644115154,818 Bute St,153,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Horin Ramen + Sake,5bba5b613149b9002c1e480b,"Ramen Restaurant, Japanese Restaurant",49.28620715257548,-123.12757189533534,1226 Robson St,166,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Cb2,4f3cb73fe4b0f8d7e69fc401,Furniture and Home Store,49.28589,-123.126913,1277 Robson Street,169,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Konbiniya,4aaaf960f964a520575820e3,Convenience Store,49.28650114050235,-123.1275229149609,1238 Robson St,197,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Chongqing Chinese Restaurant,4bd4fae529eb9c7406c492e1,Chinese Restaurant,49.286508,-123.128012,1260 Robson St.,185,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Earls,4aa7fb50f964a5207b4e20e3,"American Restaurant, Steakhouse",49.28596692796487,-123.12669114692405,1185 ROBSON St,187,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,CinCin,4aa801e0f964a520ab4e20e3,"Italian Restaurant, Wine Bar",49.28540195093551,-123.12603469495473,1154 Robson St,200,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,D'oro Gelato e Caffè,54112601498ef31d96803478,"Ice Cream Parlor, Café, Dessert Shop",49.2861599,-123.127549,1222 Robson Street,163,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Hello Nori,603ececbb80ab26e9db2510c,Sushi Restaurant,49.28574386265822,-123.12615320335613,1165 Robson St,206,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Belachan Kitchen,56d22901498e63498d223074,"Malay Restaurant, Thai Restaurant",49.28496667097328,-123.12592456551675,1128 Robson St,200,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Ole Wings & Tap 올레 윙스 앤 타파스,523f9e0e11d22f1cfd3c2e8d,Korean Restaurant,49.28650054101369,-123.1280837095482,1256 Robson Street,183,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Meet Fresh 鲜芋仙,58cc471c4e31c532f4cf9011,Dessert Shop,49.286304949221865,-123.12774249983084,1232 Robson Street,171,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Poké Time,579d20fb498e327383f8340a,Hawaiian Restaurant,49.286479950479176,-123.1280008258758,1258 Robson St,183,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Zefferelli's Spaghetti Joint,4aa82da4f964a520db4f20e3,Italian Restaurant,49.285251035768425,-123.12576475717984,1136 Robson St,215,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Bon Crepe,4c2d6b124e132d7fc3819cdf,Dessert Shop,49.286304949221865,-123.12774249983084,1238 Robson Street,171,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Ladurée,5686b3e3498ef47b320c52f8,"Dessert Shop, Pastry Shop",49.285381,-123.125571,1141 ROBSON St,232,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,HappyLemon,594315653af9883484450c8a,Bubble Tea Shop,49.285980646296245,-123.12666017700468,,190,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Guu Original,4aa805ccf964a520cd4e20e3,Japanese Restaurant,49.28415096995824,-123.12550872715728,838 Thurlow St.,244,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Cactus Club Cafe,4aa908adf964a520e25120e3,"American Restaurant, Bar, Café",49.28523325285116,-123.12565834978258,1136 Robson St,222,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,MUJI 無印良品,5a221e0fb23dfa2af3d74bef,"Miscellaneous Store, Furniture and Home Store",49.28531661686063,-123.1251439971964,1125 Robson Street,260,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Spicy 6,537bba9a498eb0f688b7d95c,"Indian Restaurant, Gastropub",49.28475563557196,-123.125744292094,1116 Robson St,213,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Aritzia,4aa7eb83f964a520014e20e3,"Women's Store, Clothing Store, Fashion Accessories Store",49.28488388806844,-123.12525741910856,1100 Robson St,248,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Red Robin Gourmet Burgers and Brews,4d1e61fd8629224bb5090287,"Burger Joint, Fast Food Restaurant",49.28456989,-123.1252719,803 Thurlow Street,249,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,London Drugs,4aac4847f964a520485d20e3,Pharmacy,49.28591323132687,-123.12640167068402,1187 Robson St,200,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,BC Liquor Store,4c3a6ce0edba9521e89ad625,Liquor Store,49.28641,-123.126062,768 Bute St.,254,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Nelson Park,4b82e001f964a5205aea30e3,"Park, Playground, Dog Park",49.28256008549032,-123.12922954559326,1030 Bute St.,262,Landmarks & Museums
Bute & Barclay,83,49.284893,-123.128685,30,Ramen Danbo,5646ab13498e460c732920e8,Ramen Restaurant,49.28740551307149,-123.12902819393214,1333 ROBSON St,280,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Miko Sushi,4aa815a0f964a520344f20e3,"Sushi Restaurant, Japanese Restaurant",49.28740231300849,-123.12905965299215,1335 Robson St,280,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Morocco West,536a85bd498e7a0c3cd90cc8,Moroccan Restaurant,49.28697404474882,-123.12820529593284,Jervis,233,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,JJ Bean,4c2e95f9213c2d7f0c862f5d,"Coffee Shop, Café",49.28657667290965,-123.12591472791784,1188 Alberni St,274,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Tim Hortons,548bb931498e031a7dad39a6,Coffee Shop,49.28705481649739,-123.12825858592988,1299 Robson St,242,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Starbucks,4aaea664f964a520c56220e3,Coffee Shop,49.28722,-123.12853,1301 Robson St,258,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Banana Republic,4ab31163f964a5206b6d20e3,Clothing Store,49.284416,-123.124823,1098 Robson St,284,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,West End Farmers Market,4ab2b6e4f964a520fb6b20e3,Farmers Market,49.28250281515312,-123.13026369289403,1155 Comox St,289,Banks & Shops
Bute & Barclay,83,49.284893,-123.128685,30,Coco Rico Cafe Bistro & Tapas Bar,4b6e41aaf964a5209ab42ce3,"Sports Bar, Café, Tapas Restaurant",49.28708606891366,-123.12840554638612,1290 Robson St.,244,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Jugo Juice,4aa98b94f964a520305420e3,"Juice Bar, Café, Fast Food Restaurant",49.284941,-123.124776,1103 Robson Street,283,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Kirin Mandarin Restaurant,4ac56bedf964a520fab120e3,Chinese Restaurant,49.286360309128575,-123.1254572705824,1172 Alberni St.,285,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Bubble World,4afa294cf964a5201e1722e3,"Bubble Tea Shop, Juice Bar, Tea Room",49.28732169499205,-123.12891907816145,1325 Robson St,270,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Maruko Japanese Ramen,5123f136e4b0dc6a0d7b0841,Japanese Restaurant,49.28745785508016,-123.12881451463392,1333 Robson St.,285,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Dae Bak Bon Ga,4ae3ba88f964a520809821e3,Korean Restaurant,49.28748871072463,-123.1290589323936,201-1323 Robson St,289,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Koyuki Sapporo Ramen,5781bbbe498e9779ec41b7d0,Ramen Restaurant,49.28729829361616,-123.1283952541906,795 Jervis St,268,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Good Dogs,62d086030c139b768aa8181e,"Vegan and Vegetarian Restaurant, Hot Dog Joint",49.28738065220711,-123.12872679189869,1331 Robson St,276,Restaurants & Bars
Bute & Barclay,83,49.284893,-123.128685,30,Miss Korea Bbq,5d659065ffbacb0008a01cf5,Korean Restaurant,49.28739093098965,-123.12832204569374,793 Jervis St,278,Restaurants & Bars
Balsam & Cornwall,84,49.273011,-123.159663,18,Kitsilano Public Pool,4aaad0fff964a5208c5720e3,Swimming Pool,49.27321534899229,-123.15741275274164,2305 Cornwall Ave,164,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Kits Yacht Club,4bd1df80b221c9b6c863d6d0,Harbor or Marina,49.27368189285825,-123.1608090729346,,111,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,The Benches Behind Kits Yacht Club,4f690f64e4b0e2bc70baa65c,Scenic Lookout,49.27376418172933,-123.16114052301636,,135,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Kitsilano Yacht Club,53330c2611d2bae2c6d46ade,Recreation Center,49.274001033466,-123.1607553651943,2401 Point Grey Rd,135,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Kitsilano Seawall,52641f2911d2b56e6905fa5f,"Scenic Lookout, Hiking Trail",49.272537,-123.157641,2300 Cornwall Avenue,155,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Kits Showboat,4bba38cc98c7ef3b19da3202,Performing Arts Venue,49.27244712360634,-123.15762144250576,Cornwall Avenue,160,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Kits Pool Concession Stand,51ce2554498e7f4fcaebb627,Snack Place,49.27300822279132,-123.15742628123424,,162,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,Wilderness Beach,5231fd9a11d284c4645aefd0,Beach,49.27386704110595,-123.16155483564695,Point Grey Rd,166,Other
Balsam & Cornwall,84,49.273011,-123.159663,18,The Wind Swimmer,4c537292a724e21e1d33bdf4,Sculpture Garden,49.273270748288624,-123.15736770255768,Kitsilano Public Pool,168,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Aki Japanese Restaurant,4ab1b50ef964a520776a20e3,Japanese Restaurant,49.289480015987465,-123.1269050443051,1368 W Pender St,71,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Soirette Macarons & Tea,4f04cf95c5128dfde90ff6a9,"Café, Bakery, Dessert Shop",49.289653998241945,-123.12799328541716,1433 W Pender St,84,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Casa Dolce Gelato,4c426d42520fa5939949cbac,Dessert Shop,49.29084935943615,-123.12707616295302,510 Nicola St,81,Banks & Shops
Hastings & Broughton,85,49.290112,-123.127062,24,Cardero's Restaurant,4aa7f160f964a5201c4e20e3,Seafood Restaurant,49.291138,-123.127408,1583 Coal Harbour Quay,116,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Coal Harbour Community Centre,4ab6d9aef964a5204d7920e3,Recreation Center,49.29041963063329,-123.12574576591793,480 Broughton St.,101,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Coal Harbour Park,4c19649998f4a5932b0f00f6,Park,49.28993619768085,-123.1250023841858,W Hastings St,150,Landmarks & Museums
Hastings & Broughton,85,49.290112,-123.127062,24,Cafe Villaggio,4bfb0f1e65fbc9b6d1ef906c,Coffee Shop,49.29130532031864,-123.1277191555272,1506 Coal Harbour Quay,140,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Blue Edge Cafe,4bc3adf44cdfc9b61dbc9721,Café,49.29083908131928,-123.12748092983254,510 nicola st,86,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Dr Monam Medical Clinic,512a735fe4b0e836f74e8d63,Doctor's Office,49.28953705467247,-123.1282620712932,,107,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Subway,4b5df4aaf964a520de7529e3,"Sandwich Spot, Fast Food Restaurant",49.28870330818588,-123.12802856718596,"1368 W Georgia St, # 4",171,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Cardero Park,51e49d88498e7ce6654db1ca,Park,49.29224920205199,-123.1282504754713,,252,Landmarks & Museums
Hastings & Broughton,85,49.290112,-123.127062,24,Breaking Bean Kafe,54ee68c4498eac22e3209227,Café,49.29139494289951,-123.1297189147229,551 Cardero,239,Other
Hastings & Broughton,85,49.290112,-123.127062,24,H Tasting Lounge,5aebff9ddd8442002c58043f,Lounge,49.292324,-123.12869,1601 Bayshore Drive,272,Other
Hastings & Broughton,85,49.290112,-123.127062,24,PAL Theatre Vancouver,4aeca685f964a520eac921e3,Theater,49.29119423977456,-123.1300262712641,581 Cardero St Suite 300,246,Other
Hastings & Broughton,85,49.290112,-123.127062,24,"""meeting"" by Wang Shugang - Vancouver Biennale",4c703f50344437049793235f,Sculpture Garden,49.29174999861717,-123.12780216222951,,189,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Ahwaz Hookah House,4b0e0237f964a520c95323e3,"Hookah Bar, Pub, Smoke Shop",49.288219504246975,-123.1274193408822,1322 W Georgia St.,211,Restaurants & Bars
Hastings & Broughton,85,49.290112,-123.127062,24,Coal Harbour Liquor Store,4b2460c8f964a520cb6624e3,Liquor Store,49.28840972952658,-123.1239471258598,1212 West Pender Street,294,Banks & Shops
Hastings & Broughton,85,49.290112,-123.127062,24,M2 Dental - DR. Dehghani,510078f6e4b0dbb0c2fc28e7,Dentist,49.2902933779021,-123.12394574473274,50 - 323 Jervis Mews,226,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Zing Paperie,4c8bf59a55fba093b8205bab,Gift Store,49.2902933779021,-123.12394574473274,60 - 323 Jervis Street,226,Banks & Shops
Hastings & Broughton,85,49.290112,-123.127062,24,Daily Grind,4ab10b70f964a520dc6720e3,Café,49.29005174659048,-123.13033424108912,1500 West Georgia,237,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Downtown Dental,51e9b76c498e3c02a880e6d3,Dentist,49.28807028990929,-123.12838010181676,1328 Alberni St,246,Other
Hastings & Broughton,85,49.290112,-123.127062,24,Pool @ Venus Building,4e9f80436da1f94e5be5a0ca,Swimming Pool,49.28771505239065,-123.1258348418779,"1239 W Georgia St, Vancouver, BC V6E 3M2",280,Other
Seymour & Cordova,86,49.28512,-123.11242,19,Vancouver Lookout,4b3310a3f964a520601725e3,Scenic Lookout,49.28463166675836,-123.11233162879944,555 W Hastings St.,54,Other
Seymour & Cordova,86,49.28512,-123.11242,19,Rogue Kitchen & Wetbar,4aa9a524f964a520ae5420e3,"New American Restaurant, Bar",49.28533338878196,-123.11194354365418,601 W Cordova St,41,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Steamworks Brewing Co,4aa6bc27f964a520df4a20e3,"Brewery, Wine Bar, Pub",49.28510690657561,-123.11144729314218,375 Water St,70,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Top of Vancouver Revolving Restaurant,4aa89d0df964a520a65120e3,American Restaurant,49.284577,-123.112266,555 W Hastings St,61,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Chronic Tacos,5b29b2bafe63bd002c253c49,Mexican Restaurant,49.28568548855253,-123.11186982465064,601 West Cordova Street,74,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Kita no Donburi,4acced76f964a52015ca20e3,"Japanese Restaurant, Korean Restaurant, Asian Restaurant",49.28451765695979,-123.11302793183285,423 Seymour St,80,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Japadog - Waterfront Skytrain Station,4beb024e6295c9b62d298708,"Hot Dog Joint, Food Truck",49.285826985046135,-123.11259550885435,Granville St,79,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Booster Juice,584061d84287c95a4ef192c9,"Juice Bar, Smoothie Shop",49.28466634602597,-123.11178294497888,"555 West Hastings Street, Unit #27, Upper Mall Level",68,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Starbucks,5529712f498ec6ce69270f0c,Coffee Shop,49.28456168232512,-123.11203122138976,555 W. Hastings St.,68,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Pholicious,55831809498eb7238a4bd305,Vietnamese Restaurant,49.28419295093598,-123.11255387643756,550 W Hastings St,103,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Maison Birks,4b0f2aaef964a520ea5f23e3,"Jewelry Store, Structure",49.28506819011263,-123.1138454315461,698 W Hastings St.,103,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,The Vancouver Pen Shop Ltd,4ad10c4ff964a5203cdc20e3,"Office Supply Store, Stationery Store",49.28413113896075,-123.11230522141128,512 Hastings St W,110,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Ignite Pizzeria,5a625194b1538e3d54910a2c,Pizzeria,49.2848360331132,-123.11090498438102,508 W Cordova St.,114,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,The Poke Guy,57d05c9c498e185ed0205e5a,Poke Restaurant,49.283786225789406,-123.11203243279265,420 Richards St,150,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Granville Square,4b168f8ff964a52058ba23e3,Plaza,49.2865011087249,-123.11262911407393,200 Granville Square,154,Other
Seymour & Cordova,86,49.28512,-123.11242,19,Trees Organic Coffee,4aa75811f964a520bd4c20e3,"Café, Dessert Shop, Music Venue",49.28492513095138,-123.11446725655,450 Granville St.,149,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Blenz Coffee,4aabc53bf964a520045a20e3,Coffee Shop,49.28402976929854,-123.11202954310036,508 West Hastings Street,124,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Miku Restaurant,4aa7f561f964a520384e20e3,"Japanese Restaurant, Sushi Restaurant",49.28671261,-123.11204401,200 Granville Street,179,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Coco Fresh Tea & Juice,573e1dc9498e863219530908,Bubble Tea Shop,49.284357934160845,-123.114109379266,655 W Pender St,148,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Quantum Coffee,59d3d92fd3cce85d78eff6b8,Coffee Shop,49.28499111771868,-123.11465014484776,455 Granville St,162,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Oak+Fort,4d9b8b8e4fdab60cdcca4df2,"Women's Store, Boutique",49.284856460521794,-123.11009542550316,355 Water St,171,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Beat Street Records,4c8fd4e45fdf6dcb81a82b91,Record Store,49.283863279150026,-123.11122771645024,439 W Hastings,164,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Vegan Pudding & Co.,54dbd5c6498e8ed28e103b70,Vegan and Vegetarian Restaurant,49.28371419424292,-123.11218854859996,422 Richards St,157,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Kitanoya Guu Otokomae,4aa7393bf964a5205b4c20e3,Japanese Restaurant,49.28457846832631,-123.110393022499,105 - 375 Water St,158,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Breka Bakery & Café,626590fd7335471b48e4ed8d,"Bakery, Café",49.28561910506888,-123.11494708844256,740 W Hastings St,191,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Herschel Supply Co. Gastown,5b1aebbd4a7aae002cb1b99d,"Fashion Accessories Store, Boutique",49.28466599568811,-123.1099980630541,347 Water St,182,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Malone's Taphouse,4aab442ef964a520565920e3,"Bar, Gastropub",49.28404299620168,-123.11400910303244,608 W PENDER St,166,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,One Under,545c6bbb498ef7628ec96ba1,Restaurant,49.28478005773528,-123.1144698888983,476 Granville Street,153,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Momo Sushi,4aa738b0f964a520584c20e3,Sushi Restaurant,49.284744,-123.110208,375 WATER St,165,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Buro,55e8ab55498eb94323b752e4,Coffee Shop,49.284531890717474,-123.11047745551976,356 Cordova St,155,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Indigo Age,551045fe498e2de04c7cc1b7,Vegan and Vegetarian Restaurant,49.28354952616723,-123.11241789455538,436 Richard St,174,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,MacLeod's Books,4aa73a1af964a5205f4c20e3,"Bookstore, Used Bookstore",49.28349534177548,-123.1128127453969,455 Pender St W,182,Other
Seymour & Cordova,86,49.28512,-123.11242,19,Koala Kebabs Donairs,5065f87ae4b0606264b4d710,"Falafel Restaurant, Mediterranean Restaurant",49.28367315089449,-123.11291520084632,519 West Pender,164,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Motherland,4d3b778681258cfa1a10b25f,Men's Store,49.28432125964201,-123.11061771974136,466 West Cordova,157,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Mega Slice Pizza & Donair,4fb1818de4b0f72b43f553b6,"Pizzeria, Falafel Restaurant",49.283750210044126,-123.11211049074969,420 Richards St,153,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Arturo's Mexico To Go,4ce1b62d69136dcb750aebe6,"Food Truck, Mexican Restaurant, Taco Restaurant",49.2864728722341,-123.11326194789756,W Cordova St,162,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Crème de la Crumb,4c324cf366e40f47f94ac68b,"Coffee Shop, Café",49.28478005773528,-123.1144698888983,466 Granville St,153,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Spin Roll Sushi,4abbc73bf964a520da8420e3,Sushi Restaurant,49.28371435852781,-123.1130809696217,535 W Pender St.,163,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,ChamMani,5055023de4b0001ed3f2204f,Korean Restaurant,49.28371435852781,-123.1130809696217,529 West Pender St.,163,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Bonchaz Bakery Cafe,4b74888ff964a5204fe22de3,"Bakery, Café",49.28368089189399,-123.1113853630811,426 W Hastings St,176,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,One Of A Few,4aac0373f964a5209d5b20e3,Clothing Store,49.2844447126556,-123.11022259373378,Water St,176,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Brioche Urban Eatery,4aa8325ef964a520fd4f20e3,"Italian Restaurant, Café, Sandwich Spot",49.284118,-123.11001,401 W Cordova St,207,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,The Umbrella Shop,4d5c3ecd6f6d6ea825ec62ec,Department Store,49.28359089628683,-123.11347608084505,526 W Pender,186,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Baghdad Cafe,51784b6fe4b099456287a397,Middle Eastern Restaurant,49.28346239669943,-123.11451977636725,548 Seymour St.,238,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Timbertrain Coffee Roasters,52dec1e1498e71f308720349,Coffee Shop,49.28385800135924,-123.10962180383702,311 W Cordova St,246,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Roaming Dragon,4de3ef4dcc3fa786ac832554,"Food Truck, Asian Restaurant",49.28386041432309,-123.11390538227911,800 Burrard St,176,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Old Faithful Shop,4c01a2c73f0a9c74345aa0ec,Furniture and Home Store,49.28375361285184,-123.10954590816516,320 W Cordova St,257,Banks & Shops
Seymour & Cordova,86,49.28512,-123.11242,19,Tim Hortons,4ab16be4f964a520696920e3,Coffee Shop,49.28488360989557,-123.1157460808754,"750 West Pender St, Unit 104",242,Restaurants & Bars
Seymour & Cordova,86,49.28512,-123.11242,19,Gastown Steam Clock,4aa9662cf964a520795320e3,Monument,49.28438640252272,-123.1089544674401,305 Water St,264,Landmarks & Museums
Seymour & Cordova,86,49.28512,-123.11242,19,Blenz Coffee,4bc8c7496501c9b6dce44029,Coffee Shop,49.28614408035698,-123.11482960372156,807 W. Hastings St.,208,Restaurants & Bars
Alder & 11th,87,49.261742,-123.13148,14,Salmon 'n' Bannock,4b81b5cef964a52030b930e3,Restaurant,49.26330529292903,-123.1297520996902,1128 West Broadway,214,Restaurants & Bars
Alder & 11th,87,49.261742,-123.13148,14,Wild Birds Unlimited,4c167a216470a59374e356d2,Pet Supplies Store,49.26335711356138,-123.13397365610066,1302 West Broadway,254,Banks & Shops
Alder & 11th,87,49.261742,-123.13148,14,Royal Seoul House Korean Restaurant,4cc1de84cdb59c741a542c48,Korean Restaurant,49.26362982668245,-123.13172620595596,100 - 1215 W Broadway,210,Restaurants & Bars
Alder & 11th,87,49.261742,-123.13148,14,Panago Pizza,4b9aea2bf964a520a5e235e3,Pizzeria,49.26329525589348,-123.13283299818784,1278 W Broadway,198,Restaurants & Bars
Alder & 11th,87,49.261742,-123.13148,14,Subway,4c7d713ad598a093d5e4c262,"Sandwich Spot, Fast Food Restaurant",49.263372490008926,-123.1329206963385,1288 W Broadway,209,Restaurants & Bars
Alder & 11th,87,49.261742,-123.13148,14,"Toys""R""Us",4aac1663f964a5202b5c20e3,Toy Store,49.2634699473737,-123.13056829455616,1154 W Broadway,203,Banks & Shops
Alder & 11th,87,49.261742,-123.13148,14,Broadway Liquor Store,4ba037bbf964a5202e6237e3,Liquor Store,49.26361941145392,-123.13034662828764,1169 W Broadway,224,Banks & Shops
